Assembly Accession	Assembly Name	Organism Name	Assembly Stats Total Sequence Length	Annotation Count Gene Total	Annotation Count Gene Protein-coding	Annotation Count Gene Pseudogene
GCF_029685895.1	ASM2968589v1	Pseudomonas phage 20Sep416	91543	209	194	
GCF_006529775.1	ASM652977v1	Pseudomonas phage vB_PaM_EPA1	91394	188	171	
GCF_029693625.1	ASM2969362v1	Pseudomonas phage vB_Paer_Ps12	88705	200	188	
GCF_018982705.1	ASM1898270v1	Gordonia phage VanLee	84560	165	164	
GCF_002612165.1	ASM261216v1	Rhodococcus phage ChewyVIII	69165	95	95	
GCF_002603525.1	ASM260352v1	Pseudomonas phage LKA5	64746	66	66	
GCF_021216165.1	ASM2121616v1	Xanthomonas phage FMYAK-P1	64088	84	84	
GCF_025727365.1	ASM2572736v1	Xanthomonas phage vB_Xar_IVIA-DoCa10	64024	84	84	
GCF_011896155.1	ASM1189615v1	Pseudomonas phage Epa33	64021	72	72	
GCF_021497905.1	ASM2149790v1	Stenotrophomonas phage vB_SmaS-AXL_1	63962	83	83	
GCF_014517425.1	ASM1451742v1	Xanthomonas phage Xp12	63783	82	82	
GCF_014333405.1	ASM1433340v1	Sphingomonas phage vB_StuS_MMDA13	63743	89	89	
GCF_019466495.1	ASM1946649v1	Pseudomonas phage PA8	63654	69	69	
GCF_025727405.1	ASM2572740v1	Xanthomonas phage vB_Xar_IVIA-DoCa6	62951	82	82	
GCF_002955945.1	ASM295594v1	Pseudomonas phage vB_PaeP_E220	62874	67	67	
GCF_023547265.1	ASM2354726v1	Xanthomonas phage Elanor	62341	86	86	
GCF_024234135.1	ASM2423413v1	Stenotrophomonas phage A1432	61660	80	79	
GCF_027574445.1	ASM2757444v1	Pseudomonas phage MiCath	60958	97	97	
GCF_023547305.1	ASM2354730v1	Xanthomonas phage Mallos	59242	88	86	2
GCF_018726265.1	ASM1872626v1	Pseudomonas phage Medea1	58919	87	87	
GCF_002626505.1	ASM262650v1	Arthrobacter phage Nightmare	58839	92	92	
GCF_002625245.1	ASM262524v1	Arthrobacter phage Niktson	58405	93	93	
GCF_019466195.1	ASM1946619v1	Arthrobacter phage CastorTray	58377	93	93	
GCF_009388325.1	ASM938832v1	Pseudomonas phage Quinobequin-P09	58277	86	86	
GCF_024371745.1	ASM2437174v1	Arthrobacter phage Trustiboi	58242	90	90	
GCF_002626645.1	ASM262664v1	Arthrobacter phage Teacup	58238	88	88	
GCF_024023305.1	ASM2402330v1	Janthinobacterium phage vB_JliM-Donnerlittchen	58220	75	74	
GCF_024606045.1	ASM2460604v1	Arthrobacter phage ScienceWizSam	58217	96	96	
GCF_003341795.1	ASM334179v1	Arthrobacter phage Tatanka	58120	85	85	
GCF_025630365.1	ASM2563036v1	Xanthomonas phage vB_Xar_IVIA-DoCa3	58107	75	75	
GCF_020493195.1	ASM2049319v1	Arthrobacter phage DevitoJr	58044	92	92	
GCF_020492155.1	ASM2049215v1	Pseudomonas phage vB_PaeS_PAJD-1	57919	72	72	
GCF_002955035.1	ASM295503v1	Pseudomonas phage JG054	57839	74	74	
GCF_003364475.1	ASM336447v1	Arthrobacter phage Breylor17	57822	84	84	
GCF_024371715.1	ASM2437171v1	Arthrobacter phage Darby	57758	89	89	
GCF_025688055.1	ASM2568805v1	Pseudomonas phage phiH2	57666	74	74	
GCF_025758385.1	ASM2575838v1	Pseudomonas phage phiH1	57600	76	76	
GCF_002608845.1	ASM260884v1	Pseudomonas phage AAT-1	57599	76	76	
GCF_003365135.1	ASM336513v1	Arthrobacter phage Synepsis	57542	84	84	
GCF_026724275.1	ASM2672427v1	Streptomyces phage Success	57163	92	84	
GCF_025727395.1	ASM2572739v1	Xanthomonas phage vB_Xar_IVIA-DoCa5	56408	74	74	
GCF_003183285.1	ASM318328v1	Streptomyces phage Ibantik	56362	107	105	
GCF_006965165.1	ASM696516v1	Microbacterium phage Margaery	56033	97	96	
GCF_006965205.1	ASM696520v1	Microbacterium phage Cressida	55957	96	95	
GCF_009860135.1	ASM986013v1	Microbacterium phage Terij	55691	95	94	
GCF_009860115.1	ASM986011v1	Microbacterium phage Matzah	55686	98	97	
GCF_006964865.1	ASM696486v1	Microbacterium phage Cinna	55366	94	93	
GCF_009688545.1	ASM968854v1	Microbacterium phage Megan	55210	90	90	
GCF_002609425.1	ASM260942v1	Pseudomonas phage phiAH14a	55060	95	95	
GCF_021355465.1	ASM2135546v1	Yersinia phage PYps23T	54869	83	83	
GCF_009686405.1	ASM968640v1	Microbacterium phage Ariadne	54347	100	100	
GCF_008939065.1	ASM893906v1	Mycobacterium phage MalagasyRose	54301	86	84	
GCF_022401945.1	ASM2240194v1	Pseudomonas phage PP9W2	54250	100	97	
GCF_027574265.1	ASM2757426v1	Escherichia phage vB_EcoM_DE15	53998	83	83	
GCF_007647245.1	ASM764724v1	Microbacterium phage Tyrumbra	53975	91	91	
GCF_025787895.1	ASM2578789v1	Vibrio phage vB_VpaM_VPs20	53793	39	39	
GCF_021536645.1	ASM2153664v1	Escherichia phage vB_EcoM_SA91KD	53673	78	78	
GCF_017348045.1	ASM1734804v1	Microbacterium phage NoodlelyBoi	53614	91	91	
GCF_020523095.1	ASM2052309v1	Erwinia phage Fifi44	53559	78	78	
GCF_009689385.1	ASM968938v1	Microbacterium phage Teamocil	53496	96	96	
GCF_022211095.1	ASM2221109v1	Aeromonas phage BUCT696	53372	73	73	
GCF_009689045.1	ASM968904v1	Microbacterium phage Jayden	53352	92	92	
GCF_020493875.1	ASM2049387v1	Microbacterium phage Honeyfin	53154	91	91	
GCF_020684975.1	ASM2068497v1	Microbacterium phage Kozie	53094	88	88	
GCF_025960795.1	ASM2596079v1	Escherichia phage PO103-1	53040	52	52	
GCF_014488765.1	ASM1448876v1	Microbacterium phage ClearAsMud	52987	92	92	
GCF_021355475.1	ASM2135547v1	Yersinia phage PYps3T	52854	85	85	
GCF_020493465.1	ASM2049346v1	Microbacterium phage Shotgun	52659	90	90	
GCF_028674785.1	ASM2867478v1	Bacillus phage 0105phi7-2	52629	85	85	
GCF_013387655.1	ASM1338765v1	Escherichia phage vB_EcoP_Bp7	52615	64	64	
GCF_021355455.1	ASM2135545v1	Yersinia phage PYps16N	52376	84	84	
GCF_013387645.1	ASM1338764v1	Escherichia phage vB_EcoM_Bp10	52288	72	72	
GCF_022808145.1	ASM2280814v1	Escherichia phage MLP1	51940	72	72	
GCF_019095805.1	ASM1909580v1	Aeromonas phage pAh6.2TG	51780	65	65	
GCF_021536705.1	ASM2153670v1	Escherichia phage SKA49	51548	63	63	
GCF_020489775.1	ASM2048977v1	Pseudomonas phage psageK9	51465	87	87	
GCF_013112165.1	ASM1311216v1	Pseudomonas phage MR15	51347	94	94	
GCF_020473785.1	ASM2047378v1	Aeromonas phage PVN03	50725	64	64	
GCF_020490345.1	ASM2049034v1	Klebsiella phage Geezett	50707	79	79	
GCF_025888255.1	ASM2588825v1	Arthrobacter phage Bauer	50446	93	92	
GCF_024750255.1	ASM2475025v1	Pseudomonas phage vB_Pae_LC3I3	49926	78	78	
GCF_006530555.1	ASM653055v1	Mycobacterium phage LilSpotty	49798	85	85	
GCF_019095825.1	ASM1909582v1	Klebsiella phage BUCT_49532	49532	81	81	
GCF_004923375.1	ASM492337v1	Klebsiella phage vB_KpnM_IME346	49482	79	79	
GCF_025787845.1	ASM2578784v1	Klebsiella phage SBP	49371	78	78	
GCF_005145145.1	ASM514514v1	Klebsiella phage vB_KpnM_FZ14	49370	85	85	
GCF_009800745.1	ASM980074v1	Klebsiella phage vB_KpnM_15-38_KLPPOU148	49169	72	72	
GCF_018215435.1	ASM1821543v1	Pseudomonas phage BUCT566	49154	93	92	
GCF_025085895.1	pKp383	Klebsiella phage pKp383	48837	73	73	
GCF_025085345.1	ASM2508534v1	Klebsiella phage VLCpiM12a	48833	75	75	
GCF_025630505.1	ASM2563050v1	Klebsiella phage vB_Kpn_ZCKp20p	48797	85	84	
GCF_020475275.1	ASM2047527v1	Klebsiella phage ZCKP8	48490	84	84	
GCF_026411405.1	ASM2641140v1	Klebsiella phage vB_Kpn_ZC2	48258	71	71	
GCF_020535945.1	ASM2053594v1	Klebsiella phage vB_KleM_KB2	48245	93	93	
GCF_025085575.1	ASM2508557v1	Klebsiella phage VLCpiS13b	48190	81	79	
GCF_021355005.1	ASM2135500v1	Klebsiella phage vB_KpnM_JustaPhage	48129	79	79	
GCF_023856475.1	ASM2385647v1	Flyfo siphovirus Tbat1_6	48082	96	96	
GCF_025085715.1	ASM2508571v1	Klebsiella phage VLCpiS13f	48050	83	81	
GCF_023274015.1	ASM2327401v1	Escherichia phage ZCEC13	48021	88	88	
GCF_025085605.1	ASM2508560v1	Klebsiella phage VLCpiS13c	47997	80	80	
GCF_025085545.1	ASM2508554v1	Klebsiella phage VLCpiS13a	47956	80	78	
GCF_024371405.1	ASM2437140v1	Gordonia phage Finkle	47895	84	84	
GCF_003991645.1	ASM399164v1	Klebsiella phage 1611E-K2-1	47797	86	86	
GCF_025085645.1	ASM2508564v1	Klebsiella phage VLCpiS13e	47720	78	78	
GCF_020475025.1	ASM2047502v1	Klebsiella phage BUCT_47333	47333	73	73	
GCF_015147155.1	ASM1514715v1	Klebsiella phage MEW1	47129	67	67	
GCF_005892285.1	ASM589228v1	Escherichia phage vB_EcoS_WF5505	47082	67	67	
GCF_019095245.1	ASM1909524v1	Klebsiella phage BUCT610	46774	83	83	
GCF_023571665.1	ASM2357166v1	Klebsiella phage 6991	46373	80	80	
GCF_027945825.1	ASM2794582v1	Pseudomonas phage PSV3	46326	86	86	
GCF_025085635.1	ASM2508563v1	Klebsiella phage VLCpiS13d	46281	81	80	
GCF_009387985.1	ASM938798v1	Bacillus phage 000TH010	46276	90	90	
GCF_023617335.1	ASM2361733v1	Rhodococcus phage Mbo4	46226	66	66	
GCF_018127665.1	ASM1812766v1	Klebsiella phage vB_KpnS_MK54	46218	80	80	
GCF_020489675.1	ASM2048967v1	Klebsiella phage BUCT541	46100	81	78	
GCF_010120935.1	ASM1012093v1	Escherichia phage rolling	46017	60	60	
GCF_005892265.1	ASM589226v1	Escherichia phage vB_EcoS_PTXU06	45904	63	63	
GCF_025232225.1	ASM2523222v1	Escherichia phage vB_EcoS_Zar3M	45901	63	63	
GCF_008945925.1	ASM894592v1	Gordonia phage Gibbous	45810	68	68	
GCF_021359325.1	ASM2135932v1	Escherichia virus fEg-Eco19	45805	76	76	
GCF_027573375.1	ASM2757337v1	Klebsiella phage KP591P3	45716	81	78	
GCF_027573365.1	ASM2757336v1	Klebsiella phage KP591P1	45696	81	78	
GCF_011067315.1	ASM1106731v1	Escherichia phage vB_EcoS_XY1	45566	76	76	
GCF_005892305.1	ASM589230v1	Escherichia phage vB_EcoS_WFI	45536	61	61	
GCF_902712965.1	ASM90271296v1	Xanthomonas phage Suba	45510	60	60	
GCF_016906715.1	ASM1690671v1	Microbacterium phage Shocker	45431	66	66	
GCF_029875715.1	ASM2987571v1	Gordonia phage Azira	45336	67	67	
GCF_002610665.1	ASM261066v1	Pseudoalteromonas phage vB_PspS-H40/1	45306	73	73	
GCF_020493435.1	ASM2049343v1	Escherichia phage vB_EcoS-phiEc3	45288	80	80	
GCF_003059675.1	ASM305967v1	Pseudoalteromonas phage Maelstrom	45263	67	67	
GCF_010701055.1	ASM1070105v1	Escherichia phage bob	45256	59	59	
GCF_020868935.1	ASM2086893v1	Escherichia phage vB_EcoS-101114BS4	45251	71	71	
GCF_023978655.1	ASM2397865v1	Escherichia phage vB_EcoS-CHD5UKE2	45243	69	69	
GCF_009388005.1	ASM938800v1	Bacillus phage 049ML001	45238	82	82	
GCF_010121125.1	ASM1012112v1	Escherichia phage welsh	45207	58	58	
GCF_014070505.1	ASM1407050v1	Escherichia phage vB_EcoS_011D5	45204	65	65	
GCF_024172825.1	ASM2417282v1	Escherichia phage vB_EcoS_L-h 1M	45204	65	65	
GCF_023731555.1	ASM2373155v1	Escherichia phage PC2	45201	54	54	
GCF_020868885.1	ASM2086888v1	Escherichia phage vB_EcoS-22664BS2	45176	86	86	
GCF_021356195.1	ASM2135619v1	Escherichia phage JLBYU37	45011	62	62	
GCF_020474845.1	ASM2047484v1	Escherichia phage BF9	44963	56	56	
GCF_020492615.1	ASM2049261v1	Escherichia phage vB_EcoS_Sponge	44887	63	63	
GCF_020892325.1	ASM2089232v1	Escherichia phage Oekolampad	44882	65	65	
GCF_018535385.1	ASM1853538v1	Salmonella phage JD01	44880	62	62	
GCF_023682295.1	ASM2368229v1	Escherichia phage EC115	44849	63	63	
GCF_902150705.1	Gluttony_ev152	Escherichia phage Gluttony_ev152	44825	59	59	
GCF_021356105.1	ASM2135610v1	Escherichia phage JLBYU60	44804	62	62	
GCF_002990915.1	ASM299091v1	Escherichia phage SECphi18	44798	69	69	
GCF_021870375.1	ASM2187037v1	Escherichia phage ZCEC10	44776	77	77	
GCF_023547285.1	ASM2354728v1	Xanthomonas phage Langgrundblatt2	44768	68	67	1
GCF_014517805.1	ASM1451780v1	Escherichia phage vB_EcoS_fFiEco02	44723	77	77	
GCF_021355565.1	ASM2135556v1	Shigella phage vB_SboD_StarDew	44715	62	62	
GCF_020492145.1	ASM2049214v1	Escherichia phage vb_EcoS_bov22_1	44612	61	61	
GCF_021355715.1	ASM2135571v1	Escherichia phage vB_EcoD_Over9000	44583	64	64	
GCF_020892295.1	ASM2089229v1	Escherichia phage PaulFeyerabend	44550	64	64	
GCF_021378515.1	ASM2137851v1	Escherichia phage vB_EcoD_Opt212	44488	66	66	
GCF_021355735.1	ASM2135573v1	Escherichia phage vB_EcoD_Pubbukkers	44476	62	62	
GCF_010120485.1	ASM1012048v1	Escherichia phage mckay	44443	62	62	
GCF_010120435.1	ASM1012043v1	Escherichia phage jat	44417	58	58	
GCF_014517835.1	ASM1451783v1	Escherichia phage vB_EcoS_fPoEco01	44391	77	77	
GCF_007998415.1	ASM799841v2	Salmonella phage Shemara	44342	83	83	
GCF_020892305.1	ASM2089230v1	Escherichia phage GeorgBuechner	44295	64	64	
GCF_003364355.1	ASM336435v1	Escherichia phage B2	44283	65	65	
GCF_005411915.1	ASM541191v1	Escherichia phage CEC_Kaz_2018	44283	65	65	
GCF_018388945.1	ASM1838894v1	Escherichia phage UAE_MI-01	44281	63	63	
GCF_020662795.1	ASM2066279v1	Escherichia phage NTEC3	44240	72	72	
GCF_023547275.1	ASM2354727v1	Xanthomonas phage Langgrundblatt1	44239	67	66	1
GCF_012933805.1	ASM1293380v1	Sphingomonas phage Lucius	44200	60	60	
GCF_011756915.1	ASM1175691v1	Salmonella phage dunkel	43985	63	63	
GCF_023617405.1	ASM2361740v1	Escherichia phage SZH-1	43969	81	81	
GCF_014517815.1	ASM1451781v1	Escherichia phage vB_EcoS_fFiEco03	43947	77	77	
GCF_003865875.1	ASM386587v1	Escherichia phage vB_EcoS_PNS1	43945	57	57	
GCF_023547335.1	ASM2354733v1	Xanthomonas phage Pfeifenkraut	43791	72	70	2
GCF_014319865.1	5sent1	Salmonella phage 5sent1	43760	58	58	
GCF_014071125.1	ASM1407112v1	Salmonella phage NBSal007	43747	57	57	
GCF_003613715.1	ASM361371v1	Bacillus phage Ray17	43733	74	74	
GCF_027184025.1	ASM2718402v1	Salmonella phage F12013	43628	59	59	
GCF_020892285.1	ASM2089228v1	Escherichia phage TheodorHerzl	43627	63	63	
GCF_020685075.1	ASM2068507v1	Salmonella phage vB_SenS_S532	43620	66	66	
GCF_011756855.1	ASM1175685v1	Salmonella phage demigod	43605	57	56	
GCF_025630385.1	ASM2563038v1	Xanthomonas phage vB_Xar_IVIA-DoCa1	43553	54	54	
GCF_011049395.1	ASM1104939v1	Pseudomonas phage KP1	43470	36	36	
GCF_003341835.1	ASM334183v1	Salmonella phage S100	43468	66	66	
GCF_002615545.1	ASM261554v1	Salmonella phage STP03	43428	70	70	
GCF_012933795.1	ASM1293379v1	Sphingomonas phage Kharn	43408	55	55	
GCF_004340425.1	ASM434042v1	Escherichia phage ZCEC5	43372	72	72	
GCF_025630425.1	ASM2563042v1	Salmonella phage vB_SalP_LDW16	43359	60	60	
GCF_013401585.1	ASM1340158v1	Hafnia phage yong1	43329	76	76	
GCF_022401885.1	ASM2240188v1	Salmonella phage vB_SalS-S10	43324	62	62	
GCF_012933785.1	ASM1293378v1	Sphingomonas phage Eidolon	43318	56	56	
GCF_027945835.1	ASM2794583v1	Pseudomonas phage PSV3	43315	73	73	
GCF_008215345.1	ASM821534v1	Xanthomonas phage Samson	43314	58	57	
GCF_009617775.1	ASM961777v1	Salmonella phage vB_StyS-sam	43221	66	66	
GCF_026723925.1	ASM2672392v1	Salmonella phage MET_P1_001_43	43205	76	76	
GCF_011757075.1	ASM1175707v1	Salmonella phage pink	43203	71	71	
GCF_011756835.1	ASM1175683v1	Salmonella phage celemicas	43193	68	67	
GCF_003692435.1	ASM369243v1	Arthrobacter phage Ryan	43182	71	70	
GCF_020489625.1	ASM2048962v1	Pseudomonas phage Guyu	43141	55	54	
GCF_002997385.1	ASM299738v1	Pseudomonas phage vB_PaeS_C1	43133	59	59	
GCF_009744735.1	ASM974473v1	Salmonella phage vB_SenS-EnJE6	43129	67	67	
GCF_016759515.1	ASM1675951v1	Salmonella phage vB_SenS_ER23	43125	60	60	
GCF_003443435.1	ASM344343v1	Salmonella virus VSiP	43110	73	73	
GCF_020892315.1	ASM2089231v1	Escherichia phage KarlBarth	43104	65	65	
GCF_020489615.1	ASM2048961v1	Pseudomonas phage Kaya	43067	59	58	
GCF_020906685.1	ASM2090668v1	Salmonella phage vB_SenS_TUMS_E4	43018	60	60	
GCF_020620335.1	ASM2062033v1	Pseudomonas phage TehO	43015	56	56	
GCF_004147205.1	ASM414720v1	Arthrobacter phage Elesar	42954	62	61	
GCF_009685525.1	ASM968552v1	Salmonella phage vB_SenS-EnJE1	42894	54	54	
GCF_002606745.1	ASM260674v1	Stenotrophomonas phage vB_SmaS-DLP_1	42887	57	57	
GCF_005891945.1	ASM589194v1	Serratia phage Serbin	42882	66	66	
GCF_011757145.1	ASM1175714v1	Salmonella phage skrot	42879	65	65	
GCF_019095455.1	ASM1909545v1	Arthrobacter phage Zaheer	42874	69	67	
GCF_008221585.1	ASM822158v1	Bacillus phage vB_BspS_SplendidRed	42859	76	76	
GCF_003341015.1	ASM334101v1	Escherichia phage Halfdan	42858	56	56	
GCF_016759365.1	ASM1675936v1	Salmonella phage vB_SenS_ER1	42847	65	65	
GCF_025789935.1	ASM2578993v1	Pseudomonas phage BUCT-PX-5	42828	60	60	
GCF_020620325.1	ASM2062032v1	Pseudomonas phage Kopi	42820	55	55	
GCF_021354635.1	ASM2135463v1	Salmonella phage vB_SenS_TUMS_E19	42813	62	62	
GCF_021355935.1	ASM2135593v1	Serratia phage vB_SmaS_Opt-155	42792	65	65	
GCF_011896375.1	ASM1189637v1	Pseudomonas phage Epa40	42788	51	51	
GCF_002628845.1	ASM262884v1	Salmonella phage St162	42701	62	62	
GCF_026568235.1	ASM2656823v1	Salmonella phage ZCSE9	42689	65	65	
GCF_021354795.1	ASM2135479v1	Serratia phage vB_SmaS_Tlacuache	42679	60	60	
GCF_020685095.1	ASM2068509v1	Salmonella phage vB_SenS_S528	42662	68	68	
GCF_003034755.1	ASM303475v1	Microbacterium phage Didgeridoo	42655	75	74	
GCF_905147845.1	Mav_Assembly_001	Escherichia phage vB_Eco_Maverick	42624	57	57	
GCF_003958865.1	ASM395886v1	Pseudomonas phage vB_PaeS_SCUT-S3	42622	62	62	
GCF_021216295.1	ASM2121629v1	Salmonella phage LP31	42600	57	57	
GCF_028515065.1	ASM2851506v1	Pseudomonas phage UF_RH1	42567	54	54	
GCF_008214725.1	ASM821472v1	Salmonella phage Shelanagig	42541	68	68	
GCF_016759495.1	ASM1675949v1	Salmonella phage vB_SenS_ER21	42503	61	60	
GCF_016455705.1	ASM1645570v1	Serratia phage vB_SmaS_Bigdog	42495	67	67	
GCF_020491515.1	ASM2049151v1	Escherichia phage 26	42462	71	71	
GCF_003341855.1	ASM334185v1	Salmonella phage S102	42439	64	64	
GCF_013373855.1	ASM1337385v1	Pseudomonas phage vB_PaeS-Yazdi-M	42439	55	55	
GCF_002627765.1	ASM262776v1	Salmonella phage vB_SenS_PVP-SE2	42425	60	60	
GCF_003692355.1	ASM369235v1	Arthrobacter phage Nandita	42378	68	66	
GCF_022544635.1	ASM2254463v1	Salmonella phage F118P13	42378	68	68	
GCF_022350665.1	ASM2235066v1	Salmonella phage SGPC	42345	62	62	
GCF_021351835.1	ASM2135183v1	Stenotrophomonas phage vB_SM_ytsc_ply2008005c	42318	54	54	
GCF_003443415.1	ASM344341v1	Salmonella virus VSe103	42262	57	57	
GCF_004149965.1	ASM414996v1	Pseudoalteromonas phage C7	42261	73	73	
GCF_025462505.1	ASM2546250v1	Arthrobacter phage Shambre1	42211	67	67	
GCF_015045305.1	ASM1504530v1	Microbacterium phage Lahqtemish	42174	70	69	
GCF_006965005.1	ASM696500v1	Microbacterium phage Celaena	42169	66	64	
GCF_023981085.1	ASM2398108v1	Salmonella phage CTH7	42160	62	62	
GCF_009828315.1	ASM982831v1	Salmonella phage SE-W109	42147	63	63	
GCF_004768855.1	ASM476885v1	Escherichia phage vB_EcoS-Ro145c2YLVW	42145	71	71	
GCF_003034765.1	ASM303476v1	Microbacterium phage Elva	42139	74	71	
GCF_006965245.1	ASM696524v2	Microbacterium phage Arroyo	42129	72	69	
GCF_011757135.1	ASM1175713v1	Salmonella phage sidste	42124	57	57	
GCF_024182535.1	ASM2418253v1	Salmonella phage GRNsp50	42078	59	59	
GCF_021355865.1	ASM2135586v1	Serratia phage vB_SmaS_Ulliraptor	42052	67	67	
GCF_022213595.1	ASM2221359v1	Serratia phage vB_SmaS_Bonzee	42045	69	69	
GCF_011756785.1	ASM1175678v1	Salmonella phage blauehaus	41993	61	61	
GCF_020662745.1	ASM2066274v1	Microbacterium phage IndyLu	41958	72	71	
GCF_024606185.1	ASM2460618v1	Salmonella phage T102	41941	54	54	
GCF_015045335.1	ASM1504533v1	Microbacterium phage Quenya	41876	69	67	
GCF_002617745.1	ASM261774v1	Salmonella phage LPSE1	41854	59	59	
GCF_014071175.1	ASM1407117v1	Salmonella phage NBSal006	41850	65	65	
GCF_023590965.1	ASM2359096v1	Arthrobacter phage Cole	41834	64	63	
GCF_019466265.1	ASM1946626v1	Arthrobacter phage Popper	41822	70	69	
GCF_005145445.1	ASM514544v1	Microbacterium phage BubbaBear	41814	69	68	
GCF_018215515.1	ASM1821551v1	Microbacterium phage Stoor	41814	70	67	
GCF_021355785.1	ASM2135578v1	Escherichia phage vB_EcoD_Teewinot	41800	58	58	
GCF_021356025.1	ASM2135602v1	Serratia phage vB_SmaS_Stoker	41797	65	65	
GCF_009388445.1	ASM938844v1	Salmonella virus VSe101	41757	60	60	
GCF_022211135.1	ASM2221113v1	Microbacterium phage Katzastrophic	41712	67	65	
GCF_007647925.1	ASM764792v1	Microbacterium Phage DirtyBubble	41692	70	67	
GCF_025887465.1	ASM2588746v1	Microbacterium phage QMacho	41685	73	70	
GCF_014824725.1	ASM1482472v1	Microbacterium phage AnnaLie	41665	71	68	
GCF_014183335.1	ASM1418333v1	Salmonella phage vB_SenTO17	41658	75	75	
GCF_011756625.1	ASM1175662v1	Microbacterium phage Stromboli	41594	69	67	
GCF_003443455.1	ASM344345v1	Salmonella virus VSt10	41581	59	59	
GCF_009186105.1	ASM918610v1	Microbacterium phage SansAfet	41531	73	70	
GCF_012933965.1	ASM1293396v1	Microbacterium phage AvGardian	41522	70	68	
GCF_014190335.1	ASM1419033v1	Salmonella phage TS6	41515	65	65	
GCF_020490405.1	ASM2049040v1	Microbacterium phage Swervy	41510	71	70	
GCF_005145545.1	ASM514554v1	Gordonia phage Reyja	41500	65	65	
GCF_019095295.1	ASM1909529v1	Microbacterium phage CroZenni	41471	72	69	
GCF_012934325.1	ASM1293432v1	Microbacterium phage Lynlen	41448	72	70	
GCF_014338155.1	ASM1433815v1	Microbacterium phage Burritobowl	41417	73	70	
GCF_008222545.1	ASM822254v1	Salmonella phage SS5	41392	67	67	
GCF_024752625.1	ASM2475262v1	Microbacterium phage Eula	41379	70	69	
GCF_015045245.1	ASM1504524v1	Microbacterium phage DickRichards	41340	69	68	
GCF_022213655.1	ASM2221365v1	Salmonella phage PBSE191	41332	43	43	
GCF_006529755.1	ASM652975v1	Pseudomonas phage UMP151	41303	56	56	
GCF_024930255.1	ASM2493025v1	Microbacterium phage Kenzers	41261	70	69	
GCF_015045195.1	ASM1504519v1	Microbacterium phage Avocadoman	41200	70	69	
GCF_020494095.1	ASM2049409v1	Microbacterium phage Doobus	41195	69	68	
GCF_024182525.1	ASM2418252v1	Salmonella phage GRNsp27	41187	64	64	
GCF_005892045.1	ASM589204v1	Salmonella phage vB_SenS_SB3	41147	63	63	
GCF_025887445.1	ASM2588744v1	Microbacterium phage Jovita	41147	69	68	
GCF_020492985.1	ASM2049298v1	Microbacterium phage Abigail	41003	71	68	
GCF_004340445.1	ASM434044v1	Salmonella phage vB_SenS_SE1	40987	63	63	
GCF_017654415.1	ASM1765441v1	Microbacterium phage Albright	40883	70	69	
GCF_021351725.1	ASM2135172v1	Salmonella phage SLMP1	40781	57	57	
GCF_011757225.1	ASM1175722v1	Salmonella phage wast	40748	61	60	
GCF_019090045.1	ASM1909004v1	Salmonella phage fmb-p1	40731	46	46	
GCF_014319785.1	ASM1431978v1	Salmonella phage SHWT1	40629	53	53	
GCF_020495575.1	ASM2049557v1	Gordonia phage Jojo24	40579	63	63	
GCF_021216245.1	ASM2121624v1	Microbacterium phage Franklin22	40567	74	71	
GCF_029875875.1	ASM2987587v1	Gordonia phage Tarzan	40547	64	64	
GCF_018726235.1	ASM1872623v1	Salmonella phage vB_STM-ZS	40542	59	59	
GCF_002623865.1	ASM262386v1	Bacillus phage Tavor_SA	40397	61	61	
GCF_002623825.1	ASM262382v1	Bacillus phage Negev_SA	40375	57	57	
GCF_016759095.1	ASM1675909v1	Bacillus phage J5a	40353	63	63	
GCF_027946335.1	ASM2794633v1	Pseudomonas phage PSV3	40244	71	71	
GCF_002623805.1	ASM262380v1	Bacillus phage Carmel_SA	40165	56	56	
GCF_002604005.1	ASM260400v1	Pseudoalteromonas phage TW1	39940	62	62	
GCF_023273995.1	ASM2327399v1	Serratia phage vB_SmaM-Otaku	39857	62	62	
GCF_015709955.1	ASM1570995v1	Serratia phage Tsm2	39799	60	60	
GCF_025085495.1	ASM2508549v1	Klebsiella phage VLCpiS11a	39791	57	57	
GCF_021355685.1	ASM2135568v1	Bacillus Phage vB_BanS_McSteamy	39748	59	59	
GCF_019095525.1	ASM1909552v1	Microbacterium phage Footloose	39738	72	71	
GCF_004400225.1	ASM440022v1	Pseudomonas phage vB_Pae_CF78a	39705	57	57	
